0, 0, Header, 1, 2, 1024
1, 0, Start_track
1, 0, SMPTE_offset, 96, 0, 0, 0, 0
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 3, "major"
1, 0, Tempo, 499999
1, 0, Tempo, 500003
1, 0, Tempo, 499999
1, 0, Tempo, 500003
1, 43008, Tempo, 500003
1, 43264, Tempo, 504434
1, 43520, Tempo, 506432
1, 43776, Tempo, 508697
1, 44032, Tempo, 513029
1, 44288, Tempo, 515093
1, 44544, Tempo, 517436
1, 44800, Tempo, 519535
1, 45312, Tempo, 500003
1, 102399, Tempo, 499999
1, 102399, Tempo, 500003
1, 102400, Tempo, 500003
1, 145408, Tempo, 500003
1, 145664, Tempo, 504434
1, 145920, Tempo, 506432
1, 146176, Tempo, 508697
1, 146432, Tempo, 513029
1, 146688, Tempo, 515093
1, 146944, Tempo, 517436
1, 147200, Tempo, 519535
1, 147712, Tempo, 500003
1, 204186, End_track
2, 0, Start_track
2, 0, Unknown_meta_event, 9, 22, 83, 109, 97, 114, 116, 77, 117, 115, 105, 99, 32, 83, 111, 102, 116, 83, 121, 110, 116, 104, 32, 49
2, 0, Title_t, "SmartMusic SoftSynth"
2, 0, Program_c, 0, 1
2, 0, Control_c, 0, 7, 127
2, 0, Control_c, 0, 10, 64
2, 3, Control_c, 0, 100, 0
2, 3, Control_c, 0, 101, 0
2, 3, Control_c, 0, 100, 0
2, 3, Control_c, 0, 101, 0
2, 4, Control_c, 0, 6, 12
2, 4, Control_c, 0, 6, 12
2, 5, Control_c, 0, 38, 0
2, 5, Control_c, 0, 38, 0
2, 10, Note_on_c, 0, 62, 59
2, 10, Note_on_c, 0, 66, 73
2, 10, Note_on_c, 0, 47, 67
2, 439, Note_off_c, 0, 62, 0
2, 439, Note_off_c, 0, 66, 0
2, 439, Note_off_c, 0, 47, 0
2, 1054, Note_on_c, 0, 66, 55
2, 1054, Note_on_c, 0, 69, 69
2, 1251, Note_off_c, 0, 66, 0
2, 1251, Note_off_c, 0, 69, 0
2, 1559, Note_on_c, 0, 69, 54
2, 1559, Note_on_c, 0, 73, 68
2, 1761, Note_off_c, 0, 69, 0
2, 1761, Note_off_c, 0, 73, 0
2, 2579, Note_on_c, 0, 66, 54
2, 2579, Note_on_c, 0, 69, 68
2, 2776, Note_off_c, 0, 66, 0
2, 2776, Note_off_c, 0, 69, 0
2, 3589, Note_on_c, 0, 62, 54
2, 3589, Note_on_c, 0, 66, 68
2, 3788, Note_off_c, 0, 62, 0
2, 3788, Note_off_c, 0, 66, 0
2, 4100, Note_on_c, 0, 62, 67
2, 4100, Note_on_c, 0, 56, 55
2, 4334, Note_off_c, 0, 62, 0
2, 4334, Note_off_c, 0, 56, 0
2, 4642, Note_on_c, 0, 62, 62
2, 4642, Note_on_c, 0, 56, 50
2, 4842, Note_off_c, 0, 62, 0
2, 4842, Note_off_c, 0, 56, 0
2, 5150, Note_on_c, 0, 62, 63
2, 5150, Note_on_c, 0, 56, 51
2, 5347, Note_off_c, 0, 62, 0
2, 5347, Note_off_c, 0, 56, 0
2, 7685, Note_on_c, 0, 61, 62
2, 7685, Note_on_c, 0, 53, 62
2, 8196, Note_on_c, 0, 62, 57
2, 8196, Note_on_c, 0, 47, 49
2, 8196, Note_on_c, 0, 54, 63
2, 8252, Note_off_c, 0, 61, 0
2, 8252, Note_off_c, 0, 53, 0
2, 8430, Note_off_c, 0, 62, 0
2, 8586, Note_off_c, 0, 54, 0
2, 8738, Note_on_c, 0, 62, 54
2, 8738, Note_on_c, 0, 66, 68
2, 8805, Note_off_c, 0, 47, 0
2, 8938, Note_off_c, 0, 62, 0
2, 8938, Note_off_c, 0, 66, 0
2, 9246, Note_on_c, 0, 66, 55
2, 9246, Note_on_c, 0, 69, 69
2, 9443, Note_off_c, 0, 66, 0
2, 9443, Note_off_c, 0, 69, 0
2, 9751, Note_on_c, 0, 69, 54
2, 9751, Note_on_c, 0, 73, 68
2, 9953, Note_off_c, 0, 69, 0
